price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,location,property_age
10593281,1736,2,2,1,yes,no,yes,yes,no,1,yes,unfurnished,Salt Lake,23
58208121,3814,4,4,2,yes,no,no,no,yes,3,no,semi-furnished,South Mumbai,17
57444044,2958,3,2,2,yes,yes,yes,no,yes,3,yes,unfurnished,South Mumbai,11
51484829,3795,4,3,4,yes,yes,no,no,yes,3,no,unfurnished,Alipore,3
32370187,3748,4,3,4,yes,yes,no,no,yes,2,no,semi-furnished,Powai,22
45386486,5175,6,5,4,yes,yes,yes,no,yes,3,no,semi-furnished,Adyar,23
40372492,2708,3,3,4,yes,yes,yes,no,yes,1,no,furnished,Jubilee Hills,5
44392205,3529,4,4,4,yes,yes,no,no,yes,2,yes,furnished,Jayanagar,4
24011597,2749,3,3,1,yes,no,no,no,yes,1,yes,semi-furnished,Hauz Khas,29
49203774,4087,4,4,2,yes,yes,no,no,yes,3,yes,furnished,HITEC City,3
31086774,2733,3,3,2,yes,no,yes,no,yes,1,yes,furnished,Powai,17
34779667,2755,3,3,2,yes,yes,no,yes,no,1,yes,furnished,Andheri West,2
12940108,1866,2,1,2,yes,yes,yes,yes,no,2,no,furnished,Salt Lake,20
45596873,4462,5,5,4,no,no,yes,no,yes,1,yes,furnished,Koregaon Park,21
36810464,3914,4,4,4,yes,yes,no,yes,yes,3,no,semi-furnished,Koregaon Park,23
46849718,4651,5,5,2,yes,yes,no,no,yes,2,no,furnished,Cyber City,14
18970920,2596,3,2,2,yes,yes,no,no,yes,2,no,furnished,Adyar,28
35376737,2987,3,3,2,yes,yes,no,no,yes,3,no,furnished,Andheri West,4
31350674,1939,2,2,3,no,no,no,no,no,2,no,semi-furnished,Vasant Vihar,4
20843666,2831,3,3,2,yes,yes,no,no,yes,1,no,furnished,Kalyani Nagar,29
51265827,4794,5,5,3,no,yes,no,no,yes,3,yes,furnished,Powai,14
48202272,3467,4,4,4,yes,yes,no,no,yes,2,no,furnished,Jubilee Hills,4
33633724,3078,3,3,3,no,yes,yes,no,yes,3,no,unfurnished,Alipore,17
25999983,2872,3,3,4,yes,yes,yes,no,yes,3,no,furnished,Powai,26
44433812,3499,4,3,3,yes,yes,yes,no,yes,2,no,furnished,Banjara Hills,6
27664636,1566,2,2,3,yes,no,no,no,no,1,no,unfurnished,Juhu,3
42376130,2910,3,2,1,yes,yes,no,no,yes,3,yes,semi-furnished,Jubilee Hills,5
28753795,2781,3,3,1,yes,no,no,yes,yes,2,no,semi-furnished,Adyar,10
38968337,3597,4,4,2,yes,no,no,no,yes,2,no,furnished,Cyber City,9
61085967,3699,4,4,2,no,no,no,no,no,3,no,semi-furnished,Boat Club,4
63133648,5290,6,5,3,yes,yes,yes,no,yes,1,no,semi-furnished,Alipore,12
22388752,2671,3,3,2,yes,yes,no,no,yes,1,no,semi-furnished,Gachibowli,18
63690040,3785,4,4,3,yes,no,yes,no,yes,1,yes,semi-furnished,Poes Garden,9
32885883,3725,4,4,2,yes,yes,yes,no,yes,2,no,semi-furnished,Powai,25
52512610,3501,4,3,3,yes,yes,yes,no,yes,2,no,semi-furnished,Bandra West,3
33266369,3471,4,4,4,yes,yes,no,no,yes,2,yes,furnished,Dwarka,5
60620669,3875,4,4,4,yes,no,no,no,no,3,no,semi-furnished,Juhu,0
40198191,3922,4,4,4,yes,no,no,no,yes,2,no,semi-furnished,Jubilee Hills,17
35486769,3608,4,4,2,yes,yes,no,no,yes,1,no,furnished,Greater Kailash,22
37789298,4004,4,4,3,yes,yes,no,no,yes,3,no,unfurnished,Gachibowli,9
24709724,2598,3,2,3,yes,yes,no,no,yes,3,yes,semi-furnished,Kalyani Nagar,23
72877895,5175,6,5,4,yes,yes,no,no,yes,3,no,furnished,Vasant Vihar,18
31087876,3011,3,3,2,no,yes,yes,no,no,3,no,semi-furnished,Powai,11
32437537,3282,4,4,3,no,yes,yes,no,yes,1,yes,furnished,Anna Nagar,22
37861189,3353,4,3,3,yes,yes,no,no,yes,1,yes,furnished,Alipore,24
61889543,3639,4,4,2,no,yes,yes,no,yes,1,no,semi-furnished,South Mumbai,11
27568553,3535,4,4,3,yes,yes,no,no,yes,1,yes,unfurnished,Andheri West,27
58114291,3631,4,3,2,no,yes,no,no,yes,2,no,furnished,Boat Club,12
31480539,3544,4,4,2,yes,yes,no,no,yes,2,yes,unfurnished,Banjara Hills,28
38462592,3820,4,4,4,yes,yes,no,no,yes,3,no,semi-furnished,Indiranagar,16
44234156,4852,6,5,3,yes,yes,no,no,yes,1,no,unfurnished,Greater Kailash,24
38522617,3626,4,4,4,no,no,no,no,yes,2,yes,semi-furnished,Kalyani Nagar,10
19421282,2785,3,2,4,yes,yes,yes,no,no,3,no,semi-furnished,Banjara Hills,29
39125227,3601,4,4,2,no,yes,no,no,yes,3,no,semi-furnished,Poes Garden,29
19240906,1813,2,2,2,no,no,no,no,no,1,no,unfurnished,HITEC City,3
33296464,3925,4,4,3,no,yes,no,no,yes,3,no,semi-furnished,Banjara Hills,24
26220802,2926,3,3,2,yes,yes,no,no,yes,3,no,semi-furnished,Hauz Khas,27
20993306,1842,2,2,2,yes,no,no,yes,yes,2,no,unfurnished,Kalyani Nagar,9
28512077,2704,3,3,2,yes,yes,no,no,yes,1,yes,semi-furnished,Dwarka,0
33959455,2841,3,3,2,yes,yes,no,yes,yes,3,no,furnished,Koregaon Park,14
43076209,4017,4,4,4,yes,yes,yes,no,yes,3,no,furnished,Jayanagar,10
20160598,2068,2,2,1,yes,no,yes,no,no,3,no,semi-furnished,Salt Lake,5
34086245,4373,5,4,4,yes,yes,no,no,yes,2,no,semi-furnished,Dwarka,7
79782615,3818,4,4,3,yes,yes,yes,no,yes,2,no,semi-furnished,South Mumbai,0
43513586,2640,3,2,3,yes,yes,no,no,yes,3,no,unfurnished,South Mumbai,15
30714691,3187,3,3,1,no,yes,yes,no,yes,3,no,semi-furnished,Hauz Khas,22
27413139,3518,4,4,2,yes,yes,yes,no,yes,1,no,semi-furnished,Gachibowli,24
40415685,3546,4,4,2,yes,no,yes,no,yes,2,yes,furnished,Koramangala,18
27338435,3561,4,3,3,no,yes,no,no,yes,2,no,unfurnished,Andheri West,19
30718662,3058,3,3,3,yes,yes,yes,no,yes,2,yes,semi-furnished,Powai,22
45139647,5247,6,5,4,yes,yes,yes,no,yes,3,yes,semi-furnished,Andheri West,26
36502733,2824,3,2,2,yes,yes,yes,no,yes,3,no,unfurnished,Kalyani Nagar,1
25125621,2792,3,3,2,yes,no,no,no,yes,2,yes,furnished,Salt Lake,14
53218797,3781,4,4,3,yes,yes,yes,no,yes,3,yes,unfurnished,Vasant Vihar,22
29176835,2016,2,2,2,yes,no,yes,no,yes,1,no,semi-furnished,Indiranagar,1
20978168,1708,2,2,2,yes,no,no,no,no,1,no,semi-furnished,Alipore,10
31853155,3527,4,4,2,yes,yes,yes,no,yes,3,yes,semi-furnished,HITEC City,27
45740750,2699,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished,Poes Garden,13
34727235,4489,5,5,3,no,yes,no,no,yes,1,no,unfurnished,Indiranagar,26
37956002,1824,2,1,2,yes,yes,no,no,no,2,yes,semi-furnished,Boat Club,8
22920345,3089,3,3,2,yes,yes,yes,yes,yes,3,no,semi-furnished,Jayanagar,29
18494795,2882,3,3,3,yes,no,no,no,no,3,no,semi-furnished,Powai,28
45737695,3813,4,4,4,yes,yes,no,no,yes,2,no,semi-furnished,Poes Garden,26
36242071,3864,4,4,4,yes,yes,yes,no,yes,2,no,semi-furnished,Gachibowli,12
32648219,2707,3,3,4,no,yes,no,yes,yes,3,yes,furnished,Jubilee Hills,18
25433101,2952,3,3,2,yes,no,no,no,yes,2,no,semi-furnished,Salt Lake,8
35727515,2816,3,3,1,yes,yes,no,no,yes,2,no,semi-furnished,Hauz Khas,11
36649769,2799,3,2,2,yes,no,no,no,yes,1,yes,furnished,Juhu,21
41718907,4719,5,5,2,yes,no,no,no,yes,3,yes,furnished,Anna Nagar,27
40048361,4506,5,5,4,yes,yes,no,no,yes,2,yes,furnished,Dwarka,5
42405749,4869,6,5,3,yes,yes,no,no,yes,1,no,semi-furnished,Gachibowli,15
31613075,3041,3,2,4,yes,no,yes,no,yes,3,yes,semi-furnished,Anna Nagar,16
14421008,2141,2,2,2,no,no,yes,no,yes,1,no,unfurnished,Juhu,28
35653844,3024,3,3,4,no,yes,no,no,yes,3,yes,furnished,Jayanagar,8
38952486,1874,2,2,1,no,no,no,no,yes,0,no,furnished,Poes Garden,0
48357949,3787,4,4,4,yes,yes,yes,no,yes,2,yes,furnished,HITEC City,3
28473729,3963,4,4,4,yes,yes,yes,no,yes,3,no,unfurnished,Andheri West,29
22786989,1763,2,2,1,yes,no,no,no,no,1,no,semi-furnished,Alipore,8
29740946,3285,4,4,4,yes,yes,no,no,yes,1,no,unfurnished,Banjara Hills,22
42952728,3761,4,4,2,yes,no,no,yes,yes,2,no,furnished,Juhu,25
34903268,3048,3,3,2,yes,no,no,no,no,3,yes,furnished,Greater Kailash,14
38986425,2867,3,2,2,yes,yes,no,no,yes,2,no,furnished,Jubilee Hills,6
40725625,5299,6,5,2,yes,yes,no,yes,yes,2,no,semi-furnished,Andheri West,26
53510539,4614,5,5,4,yes,yes,no,no,yes,2,yes,semi-furnished,Banjara Hills,11
62468355,3638,4,3,4,yes,yes,no,no,no,3,no,semi-furnished,South Mumbai,8
43433104,3766,4,4,3,no,no,no,no,yes,1,no,semi-furnished,Boat Club,25
62516349,3853,4,4,3,no,yes,no,yes,yes,2,no,semi-furnished,South Mumbai,12
19212708,2567,3,3,1,yes,yes,yes,no,yes,2,no,semi-furnished,HITEC City,28
22007634,2728,3,2,1,yes,no,yes,no,yes,1,yes,unfurnished,Greater Kailash,29
32495550,4241,5,4,4,yes,no,no,yes,yes,2,yes,semi-furnished,Dwarka,12
40601988,3279,3,3,2,yes,no,no,no,no,3,yes,furnished,Defence Colony,16
20887203,3187,3,3,2,yes,no,no,no,yes,3,yes,furnished,Dwarka,25
41131671,3831,4,4,4,yes,yes,no,no,yes,3,no,furnished,Greater Kailash,18
30449312,2926,3,3,1,no,no,no,no,yes,2,no,furnished,Koramangala,13
58797149,3259,4,3,3,no,yes,yes,no,yes,1,yes,semi-furnished,Juhu,2
28856306,3017,3,3,4,yes,yes,no,yes,yes,2,yes,unfurnished,Cyber City,20
35736375,3436,4,3,3,no,yes,no,no,yes,1,no,unfurnished,Andheri West,1
15103883,2208,3,2,3,yes,no,yes,no,no,1,yes,unfurnished,Powai,28
24526738,2604,3,3,2,yes,no,no,no,yes,1,no,semi-furnished,Koramangala,18
46254490,4614,5,5,3,yes,yes,no,no,no,2,no,furnished,Andheri West,5
45394104,5407,6,5,4,no,no,yes,no,yes,2,no,semi-furnished,Powai,23
48360636,2837,3,2,1,no,yes,yes,no,yes,3,no,semi-furnished,Poes Garden,7
34997950,2609,3,2,4,yes,yes,no,no,yes,3,no,furnished,Jubilee Hills,10
21319664,2711,3,3,1,no,yes,no,no,yes,1,yes,unfurnished,Salt Lake,16
52871226,3891,4,4,4,no,no,no,no,yes,2,yes,furnished,Hauz Khas,4
20192390,2711,3,3,3,yes,yes,no,no,yes,3,no,semi-furnished,Adyar,27
40558586,3726,4,4,3,yes,no,no,yes,yes,2,no,furnished,Anna Nagar,9
31520172,4032,4,4,4,yes,yes,no,no,yes,2,no,semi-furnished,Andheri West,23
22612285,2714,3,3,2,yes,yes,no,no,yes,1,no,furnished,Koregaon Park,28
36154553,3443,4,4,4,yes,yes,no,no,no,1,no,unfurnished,Cyber City,6
47886978,3318,4,4,3,yes,yes,no,no,no,1,yes,furnished,Jubilee Hills,3
13770117,1749,2,2,1,no,no,yes,no,yes,1,no,furnished,Salt Lake,16
12072438,1813,2,1,4,no,no,no,no,no,3,yes,unfurnished,Gachibowli,19
85127742,5555,6,5,4,yes,yes,no,no,yes,3,no,furnished,Juhu,4
34524712,4085,4,4,4,yes,yes,no,no,yes,3,no,semi-furnished,Gachibowli,17
19363827,2159,2,2,2,yes,no,yes,no,no,3,no,semi-furnished,Kalyani Nagar,16
31027465,2783,3,3,1,yes,no,yes,yes,yes,3,no,furnished,Cyber City,13
32185425,2922,3,3,2,yes,no,no,no,yes,2,no,unfurnished,Banjara Hills,9
34865278,2903,3,3,2,yes,yes,yes,yes,yes,2,yes,unfurnished,Whitefield,1
41062620,3844,4,4,3,yes,no,no,no,yes,3,no,unfurnished,Koregaon Park,12
30097094,3566,4,3,3,yes,yes,no,yes,yes,3,yes,unfurnished,Cyber City,27
20862548,2616,3,2,2,yes,yes,no,no,yes,2,no,unfurnished,Jayanagar,21
29550857,2587,3,2,3,yes,yes,no,no,yes,2,no,furnished,Kalyani Nagar,11
28485855,2785,3,3,1,yes,yes,no,no,yes,3,no,unfurnished,Andheri West,11
17776811,1651,2,1,3,yes,no,no,no,yes,1,no,semi-furnished,Salt Lake,4
44363696,2797,3,3,2,yes,yes,no,no,yes,2,no,furnished,Vasant Vihar,14
45349842,3494,4,3,2,yes,yes,yes,no,yes,2,yes,unfurnished,Bandra West,16
17003262,2436,3,2,3,no,yes,no,yes,no,1,no,furnished,Greater Kailash,25
52402160,2764,3,3,2,yes,no,no,no,no,2,no,furnished,Poes Garden,0
20521687,3409,4,3,4,yes,no,no,no,no,1,no,furnished,Gachibowli,28
30019356,2805,3,3,2,yes,no,no,no,yes,3,no,unfurnished,Koramangala,12
34770918,2996,3,3,1,no,yes,no,no,yes,3,yes,semi-furnished,Bandra West,20
58244709,5382,6,5,3,yes,no,no,no,yes,3,no,semi-furnished,Hauz Khas,16
57091829,5334,6,5,4,yes,yes,no,no,yes,2,no,semi-furnished,Hauz Khas,18
37362799,3082,3,3,1,yes,yes,no,yes,yes,3,yes,semi-furnished,Adyar,7
44943555,3829,4,4,2,yes,yes,yes,no,yes,2,yes,semi-furnished,Adyar,6
55273046,3917,4,4,3,yes,no,yes,no,yes,3,yes,unfurnished,Poes Garden,21
77423676,4110,4,4,4,no,yes,yes,no,yes,3,no,semi-furnished,South Mumbai,2
36152178,2848,3,2,2,yes,no,no,no,yes,3,no,furnished,Jubilee Hills,9
41504009,2613,3,3,3,yes,no,yes,no,yes,1,no,furnished,Poes Garden,15
30596744,3023,3,3,2,yes,yes,no,no,yes,3,yes,furnished,Dwarka,3
51702489,5668,6,5,3,yes,yes,no,no,yes,3,no,unfurnished,Hauz Khas,29
56746517,3648,4,4,2,yes,yes,no,no,yes,2,yes,semi-furnished,Juhu,12
16415005,1850,2,2,2,yes,no,no,no,no,1,no,semi-furnished,Defence Colony,19
53987226,2594,3,2,3,yes,yes,no,no,yes,2,yes,semi-furnished,Boat Club,7
29270226,3012,3,3,1,yes,yes,yes,no,yes,1,yes,furnished,Salt Lake,12
45707597,4800,5,5,4,yes,no,no,no,yes,3,yes,semi-furnished,Koregaon Park,26
33758479,3209,3,3,2,yes,yes,no,yes,yes,3,yes,furnished,HITEC City,17
30963358,2845,3,3,1,no,no,no,no,yes,3,yes,furnished,Salt Lake,1
42146426,4025,4,4,2,yes,yes,no,yes,yes,3,no,semi-furnished,Defence Colony,25
75544079,4490,5,5,4,yes,no,yes,no,yes,1,no,furnished,Vasant Vihar,3
29017364,2652,3,3,3,yes,yes,yes,yes,yes,2,no,semi-furnished,Vasant Vihar,29
55492030,5219,6,5,2,no,yes,no,no,yes,3,no,semi-furnished,Anna Nagar,3
31770354,4747,5,5,4,yes,no,yes,no,yes,2,no,furnished,Dwarka,21
28813062,2959,3,3,3,no,no,yes,no,yes,2,no,furnished,Andheri West,11
29636025,2890,3,3,2,yes,yes,no,no,yes,3,yes,furnished,Gachibowli,16
39321444,2986,3,3,1,yes,yes,no,no,yes,2,no,unfurnished,Greater Kailash,3
68771959,4775,5,5,3,yes,yes,yes,no,yes,3,no,furnished,Bandra West,4
38867918,2807,3,3,2,yes,yes,yes,no,yes,2,yes,semi-furnished,Andheri West,0
29017296,3030,3,3,2,yes,yes,yes,no,yes,2,no,semi-furnished,Alipore,26
22290393,2583,3,2,2,yes,yes,no,no,yes,2,no,unfurnished,Adyar,18
47032295,3767,4,4,3,yes,no,no,no,yes,2,no,furnished,Bandra West,12
49370836,4528,5,4,4,no,yes,no,no,yes,3,yes,semi-furnished,Koregaon Park,15
23124536,2729,3,2,3,no,yes,no,no,no,3,no,furnished,Bandra West,25
59663212,3755,4,4,3,yes,no,no,yes,yes,2,yes,semi-furnished,Vasant Vihar,11
69073741,3491,4,3,4,yes,yes,yes,no,yes,2,yes,furnished,Boat Club,9
14053957,1925,2,2,4,no,no,yes,no,yes,2,no,semi-furnished,Adyar,21
35627403,3499,4,4,4,yes,yes,no,no,yes,1,no,semi-furnished,Jubilee Hills,20
34832843,4315,5,4,3,yes,no,yes,yes,yes,2,yes,semi-furnished,Salt Lake,16
31793201,2790,3,3,4,yes,yes,no,no,yes,2,no,furnished,Bandra West,21
19346300,2793,3,3,2,yes,yes,no,yes,yes,1,yes,furnished,Salt Lake,28
36103808,3403,4,4,4,yes,yes,yes,no,yes,1,yes,unfurnished,Adyar,14
56518345,3730,4,3,3,yes,yes,no,no,yes,3,no,semi-furnished,Defence Colony,1
42509749,3153,3,3,2,yes,yes,yes,no,yes,3,no,unfurnished,Koramangala,1
36449689,2806,3,3,3,yes,yes,yes,no,yes,2,no,furnished,Indiranagar,7
41017851,3833,4,4,4,yes,yes,yes,no,yes,2,no,semi-furnished,Greater Kailash,17
26264519,2892,3,3,1,yes,yes,no,yes,yes,3,no,semi-furnished,Koramangala,23
37659017,2929,3,3,2,yes,yes,no,no,yes,2,yes,furnished,Anna Nagar,8
74234618,3487,4,4,2,yes,no,yes,no,yes,1,yes,semi-furnished,Boat Club,0
35630918,2601,3,3,4,yes,yes,no,no,yes,2,yes,unfurnished,Indiranagar,6
17840784,2512,3,3,2,yes,yes,no,no,yes,1,no,semi-furnished,Adyar,27
29011109,2833,3,2,1,yes,yes,yes,no,no,1,no,semi-furnished,Vasant Vihar,25
61259984,4197,5,4,3,yes,yes,yes,no,yes,2,no,unfurnished,Vasant Vihar,14
26039592,3666,4,4,3,yes,yes,no,no,yes,2,yes,furnished,Salt Lake,28
39540328,3980,4,4,4,yes,yes,no,no,yes,2,no,furnished,Kalyani Nagar,15
58153150,2669,3,3,2,no,no,no,yes,yes,1,yes,furnished,Boat Club,1
36872887,3658,4,3,3,yes,yes,no,no,no,3,yes,semi-furnished,Bandra West,26
24866394,2125,2,2,1,yes,no,yes,no,no,2,yes,semi-furnished,Banjara Hills,13
29369272,2733,3,2,2,yes,yes,no,no,yes,1,no,furnished,Hauz Khas,19
71896707,5188,6,5,3,yes,no,yes,no,yes,2,yes,semi-furnished,Alipore,3
26469440,2737,3,3,2,yes,yes,no,no,yes,2,yes,furnished,Salt Lake,13
56505903,4342,5,4,2,yes,no,no,no,yes,3,no,semi-furnished,Vasant Vihar,19
28330103,3529,4,4,4,yes,yes,yes,no,yes,2,yes,furnished,Dwarka,18
27397036,2737,3,3,1,yes,yes,no,no,yes,1,yes,semi-furnished,Dwarka,3
27601103,2876,3,3,3,yes,yes,yes,no,yes,2,no,semi-furnished,Koregaon Park,23
32308175,2659,3,3,2,no,yes,no,no,yes,2,no,furnished,Adyar,4
24256735,2652,3,2,1,yes,no,no,no,yes,2,yes,unfurnished,Banjara Hills,22
43152195,3057,3,3,1,yes,yes,no,no,yes,3,yes,semi-furnished,Greater Kailash,6
36012671,2824,3,3,1,no,no,yes,yes,yes,3,no,semi-furnished,Indiranagar,2
35056897,3808,4,4,2,yes,no,yes,no,yes,2,no,semi-furnished,Whitefield,9
29330791,3525,4,3,4,yes,no,yes,no,yes,2,no,semi-furnished,Whitefield,16
30808907,2352,3,2,1,no,no,yes,no,no,1,yes,furnished,Defence Colony,14
38602712,3436,4,4,3,yes,yes,no,no,yes,1,yes,semi-furnished,Hauz Khas,21
23501868,2671,3,3,3,yes,yes,no,no,yes,1,no,semi-furnished,Jayanagar,19
40273697,2782,3,2,1,yes,yes,yes,no,yes,2,no,semi-furnished,Defence Colony,9
29131829,3539,4,3,3,yes,yes,yes,no,yes,3,no,semi-furnished,Anna Nagar,27
28891142,3231,3,3,2,yes,no,no,no,yes,3,no,unfurnished,Banjara Hills,19
28066381,2849,3,2,4,no,no,yes,no,yes,2,yes,unfurnished,Gachibowli,9
36614863,4067,4,4,3,yes,yes,no,no,yes,3,no,furnished,Gachibowli,15
26926168,3160,3,2,1,yes,no,no,no,yes,3,no,semi-furnished,Bandra West,27
21152471,3012,3,3,4,yes,no,yes,no,yes,2,yes,furnished,Dwarka,23
34636018,2793,3,3,1,yes,yes,no,no,yes,2,no,unfurnished,Juhu,19
56160715,3129,3,3,3,yes,no,no,no,yes,3,no,furnished,Juhu,0
22750483,2515,3,2,1,no,yes,no,yes,yes,1,no,semi-furnished,Adyar,14
20562265,1613,2,2,3,yes,no,yes,no,no,1,no,semi-furnished,Gachibowli,2
39735158,2847,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished,Banjara Hills,5
31759239,2671,3,3,1,yes,yes,no,no,no,2,no,semi-furnished,Bandra West,14
33262746,2452,3,3,1,yes,yes,no,no,no,1,no,semi-furnished,Juhu,14
40143304,4257,5,5,4,yes,yes,no,no,yes,2,no,furnished,Koregaon Park,27
44429129,3979,4,4,2,yes,yes,no,yes,yes,3,no,furnished,Adyar,5
63093657,4508,5,5,4,yes,no,yes,no,yes,2,no,semi-furnished,Juhu,13
37474666,3322,4,3,3,yes,yes,no,no,yes,1,no,furnished,Adyar,6
35651526,2752,3,3,3,yes,no,yes,no,yes,2,yes,semi-furnished,Gachibowli,0
12277082,1857,2,2,2,yes,no,yes,no,no,3,no,semi-furnished,Powai,25
86024954,4735,5,4,3,yes,no,no,no,yes,3,no,semi-furnished,South Mumbai,2
30495891,2761,3,3,1,yes,no,no,no,yes,1,yes,furnished,Salt Lake,2
44193117,4844,5,5,3,yes,yes,yes,no,yes,3,yes,semi-furnished,Gachibowli,18
34846303,3865,4,4,3,no,yes,no,yes,yes,3,yes,semi-furnished,Salt Lake,8
20876036,2025,2,2,2,no,no,no,no,yes,1,no,unfurnished,Adyar,6
37546043,2918,3,3,2,yes,no,no,no,yes,1,no,furnished,Defence Colony,13
30332686,3052,3,3,3,no,yes,no,yes,yes,3,yes,furnished,Cyber City,20
24312879,2783,3,3,2,yes,no,no,no,yes,2,no,furnished,Anna Nagar,21
32018125,3739,4,3,3,yes,no,yes,no,yes,3,no,semi-furnished,Salt Lake,9
62872465,4456,5,5,4,yes,yes,no,no,yes,2,no,furnished,Alipore,2
25277681,2908,3,3,2,yes,no,no,no,yes,3,yes,unfurnished,Hauz Khas,29
68264340,3442,4,4,3,yes,yes,no,no,yes,1,no,furnished,South Mumbai,6
44731660,4061,5,4,2,yes,no,no,no,yes,2,no,semi-furnished,Greater Kailash,12
16542936,2809,3,3,2,yes,no,no,yes,no,3,no,furnished,Salt Lake,25
54093109,4597,5,5,4,no,yes,no,no,yes,3,no,furnished,Koramangala,5
50537596,3788,4,4,3,yes,no,no,no,yes,2,yes,furnished,Alipore,11
27267523,3635,4,3,2,yes,yes,no,no,no,3,no,unfurnished,Powai,25
28761212,2778,3,3,2,yes,yes,no,yes,yes,2,yes,semi-furnished,Koregaon Park,23
10740188,1613,2,2,1,yes,no,yes,no,yes,1,no,unfurnished,Koregaon Park,26
34852990,2911,3,3,1,yes,no,no,no,no,2,yes,semi-furnished,HITEC City,2
27839257,3099,4,3,3,yes,yes,no,yes,yes,1,yes,semi-furnished,Powai,26
12371770,1859,2,2,2,yes,no,no,no,no,1,no,furnished,Dwarka,15
25517526,3616,4,4,2,no,yes,no,no,yes,1,no,unfurnished,HITEC City,25
39006241,4888,6,5,3,no,yes,no,no,yes,1,no,furnished,Salt Lake,11
42197483,2879,3,2,2,yes,no,no,no,yes,2,yes,furnished,Greater Kailash,2
30406485,3830,4,4,2,yes,yes,no,no,yes,2,no,furnished,Whitefield,21
42510175,3821,4,4,3,yes,yes,yes,no,yes,3,no,semi-furnished,Anna Nagar,9
40511301,3962,4,4,4,no,no,no,no,yes,3,no,semi-furnished,Andheri West,2
36387217,4118,4,4,2,yes,yes,no,no,yes,3,no,semi-furnished,Gachibowli,14
50303269,4382,5,5,2,yes,yes,no,no,yes,2,no,semi-furnished,HITEC City,0
29990457,3737,4,4,2,yes,yes,no,no,yes,2,no,semi-furnished,Adyar,24
26780073,2990,3,3,1,yes,yes,no,no,yes,3,no,semi-furnished,Jayanagar,19
39050229,4062,4,4,3,yes,yes,no,no,yes,3,no,furnished,Koramangala,22
64719501,3077,3,3,4,yes,yes,no,yes,yes,2,yes,unfurnished,Boat Club,1
39647868,3823,4,4,2,no,no,yes,no,yes,2,yes,furnished,Bandra West,27
22585004,3145,3,3,1,yes,no,no,yes,yes,3,no,semi-furnished,Banjara Hills,29
33152559,3075,4,3,3,yes,yes,no,yes,no,1,yes,furnished,Banjara Hills,18
38268563,3611,4,4,4,yes,yes,no,no,yes,2,yes,furnished,Greater Kailash,24
77923162,5102,6,5,2,yes,yes,no,no,no,2,no,semi-furnished,Juhu,1
39968116,2933,3,3,2,yes,no,no,no,yes,2,no,furnished,Juhu,16
37844252,2796,3,3,4,yes,yes,yes,no,yes,2,no,furnished,Alipore,14
28991941,3080,3,3,1,no,yes,no,no,yes,3,no,unfurnished,Salt Lake,1
37426283,4234,5,5,4,no,yes,yes,no,yes,1,no,semi-furnished,Andheri West,16
35617896,4010,4,4,2,yes,yes,yes,no,yes,3,no,semi-furnished,Koregaon Park,28
21931742,2478,3,2,3,no,no,no,no,no,2,no,semi-furnished,Vasant Vihar,23
40350377,2592,3,2,2,no,yes,yes,no,yes,3,yes,semi-furnished,Greater Kailash,2
30449653,2914,3,3,2,yes,yes,yes,no,yes,2,no,semi-furnished,Kalyani Nagar,14
33609253,4438,5,5,3,yes,yes,yes,no,yes,2,yes,unfurnished,Salt Lake,23
57037611,2779,3,3,1,yes,yes,no,no,yes,2,no,furnished,South Mumbai,7
26868937,2864,3,3,3,yes,yes,no,yes,yes,2,yes,furnished,Whitefield,18
60194950,4139,5,5,4,yes,no,no,no,yes,1,no,semi-furnished,South Mumbai,21
35600284,4541,5,5,4,yes,yes,yes,no,no,1,no,furnished,Andheri West,25
38632491,2539,3,3,2,yes,no,no,no,yes,1,yes,furnished,Greater Kailash,4
74517997,4693,5,5,3,yes,yes,no,yes,yes,2,yes,furnished,Juhu,9
57610229,3828,4,4,4,yes,yes,no,yes,yes,3,yes,furnished,Defence Colony,9
63296311,3920,4,4,2,yes,yes,no,no,yes,3,no,unfurnished,Boat Club,11
47360590,2853,3,3,1,yes,yes,yes,no,yes,2,no,furnished,Defence Colony,4
16914192,2813,3,2,4,yes,yes,no,yes,yes,3,no,semi-furnished,Dwarka,23
44818034,2575,3,3,2,no,yes,no,no,yes,2,yes,furnished,Bandra West,3
56523373,5358,6,5,2,yes,yes,no,no,no,2,no,furnished,Koramangala,10
45803580,3376,4,3,4,yes,yes,no,no,yes,1,no,semi-furnished,Hauz Khas,4
42030617,3501,4,4,2,yes,yes,yes,no,yes,2,no,semi-furnished,Koramangala,10
43238861,2614,3,2,1,yes,yes,no,no,yes,3,no,furnished,Defence Colony,5
43151144,4051,5,4,3,yes,yes,no,no,yes,1,no,semi-furnished,Banjara Hills,13
48709925,4975,6,5,4,yes,yes,no,no,yes,2,yes,furnished,Koramangala,26
24452666,3626,4,4,4,yes,yes,no,no,yes,1,no,furnished,Whitefield,29
30360016,2686,3,2,4,yes,no,no,no,no,2,yes,semi-furnished,Adyar,6
36301868,2873,3,3,1,yes,no,no,no,yes,2,yes,semi-furnished,Jubilee Hills,12
